	year	num_pages
965	2016	11.0
966	2016	15.0
967	2016	12.0
968	2016	12.0
969	2016	13.0
970	2016	13.0
971	2016	13.0
972	2016	10.0
973	2016	13.0
974	2016	11.0
975	2016	13.0
976	2016	12.0
977	2016	12.0
978	2016	12.0
979	2016	12.0
980	2016	13.0
981	2016	6.0
982	2016	11.0
983	2016	11.0
984	2016	12.0
985	2016	13.0
986	2016	14.0
987	2016	15.0
988	2016	12.0
989	2016	13.0
990	2016	10.0
991	2016	12.0
992	2016	13.0
993	2016	15.0
994	2016	11.0
995	2016	13.0
996	2017	11.0
997	2017	13.0
998	2017	15.0
999	2017	10.0
1000	2017	19.0
1001	2017	14.0
1002	2017	14.0
1003	2017	13.0
1004	2017	15.0
1005	2017	20.0
1006	2017	9.0
1007	2017	14.0
1008	2017	14.0
1009	2017	8.0
1010	2017	16.0
1011	2017	13.0
1012	2017	13.0
1013	2017	13.0
1014	2017	13.0
1015	2017	14.0
1016	2017	13.0
1017	2017	11.0
1018	2017	13.0
1019	2017	12.0
1020	2017	14.0
1021	2017	17.0
1022	2017	17.0
1023	2017	17.0
1024	2017	17.0
1025	2017	13.0
1026	2017	16.0
1027	2017	13.0
1028	2017	12.0
1029	2017	10.0
1030	2017	12.0
1031	2017	12.0
1032	2017	14.0
1033	2017	6.0
1034	2017	12.0
1035	2017	18.0
1036	2017	14.0
1037	2017	12.0
1038	2017	14.0
1039	2017	13.0
1040	2017	10.0
1041	2017	14.0
1042	2017	12.0
1043	2017	12.0
1044	2017	13.0
1045	2017	14.0
1046	2017	14.0
1047	2017	13.0
1048	2017	16.0
1049	2017	14.0
1050	2017	14.0
1051	2017	15.0
1052	2017	15.0
1053	2017	13.0
1054	2017	11.0
1055	2017	14.0
1056	2017	13.0
1057	2017	14.0
1058	2017	12.0
1059	2017	14.0
1060	2017	16.0
1061	2017	13.0
1062	2017	14.0
1063	2017	9.0
1064	2017	9.0
1065	2017	14.0
1066	2017	14.0
1067	2017	16.0
1068	2017	17.0
1069	2017	14.0
1070	2017	15.0
1071	2017	11.0
1072	2017	14.0
1073	2017	17.0
1074	2017	16.0
1075	2017	14.0
1076	2017	13.0
1077	2017	14.0
1078	2017	16.0
1079	2017	13.0
1080	2017	14.0
1081	2017	14.0
1082	2017	13.0
1083	2017	17.0
1084	2017	7.0
1085	2017	14.0
1086	2017	15.0
1087	2017	16.0
1088	2017	15.0
1089	2017	13.0
1090	2017	14.0
1091	2017	16.0
1092	2017	14.0
1093	2017	16.0
1094	2017	12.0
1095	2017	13.0
1096	2017	12.0
1097	2017	13.0
1098	2017	13.0
1099	2017	6.0
1100	2017	13.0
1101	2017	12.0
1102	2017	10.0
1103	2017	16.0
1104	2017	15.0
1105	2017	16.0
1106	2017	13.0
1107	2017	13.0
1108	2017	17.0
1109	2017	18.0
1110	2017	14.0
1111	2017	15.0
1112	2017	14.0
1113	2017	13.0
1114	2017	13.0
1115	2017	15.0
1116	2017	15.0
1117	2017	14.0
1118	2017	13.0
1119	2017	12.0
1120	2017	14.0
1121	2017	14.0
1122	2017	13.0
1123	2017	10.0
1124	2017	12.0
1125	2017	10.0
1126	2017	15.0
1127	2017	12.0
1128	2017	23.0
1129	2017	15.0
1130	2017	14.0
1131	2017	12.0
1132	2017	14.0
1133	2017	12.0
1134	2017	12.0
1135	2017	20.0
1136	2017	12.0
1137	2017	11.0
1138	2017	13.0
1139	2017	12.0
1140	2017	15.0
1141	2017	13.0
1142	2017	13.0
1143	2017	16.0
1144	2017	13.0
1145	2017	16.0
1146	2017	14.0
1147	2017	15.0
1148	2017	15.0
1149	2017	12.0
1150	2017	13.0
1151	2017	16.0
1152	2017	13.0
1153	2017	13.0
1154	2017	14.0
1155	2017	15.0
1156	2017	13.0
1157	2017	15.0
1158	2017	10.0
1159	2017	14.0
1160	2017	13.0
1161	2017	14.0
1162	2017	13.0
1163	2017	16.0
1164	2017	14.0
1165	2017	14.0
1166	2017	15.0
1167	2017	13.0
1168	2017	13.0
1169	2017	12.0
1170	2017	13.0
1171	2017	12.0
1172	2017	14.0
1173	2017	12.0
1174	2017	14.0
1175	2017	13.0
1176	2017	14.0
1177	2017	15.0
1178	2017	14.0
